,CONDITION,sent_id,TARGET_WORD,SENTENCE,ITEM_ID,Plausibility,Connective
180,IMPLAUS_NOCONN,1.0,咬,张敏买了一只德国牧羊犬。这条狗温顺而友好。它咬伤了她的手。,1,0,0
181,IMPLAUS_CONN,2.0,紧张,王强急忙跑回了餐厅。他把钱包丢在什么地方了。但是，他紧张了整整一天的时间。,2,0,1
182,PLAUS_CONN,3.0,撞破,李娜推着她的购物车穿过停车场。鸡蛋非常安全地装在袋子里。但是，它们还是撞破了纸箱。,3,1,1
183,PLAUS_NOCONN,4.0,雨伞,天看上去有些阴沉沉的。一下子就开始下雨了。王希还是从包裹里拿出了雨伞遮雨。,4,1,0
184,IMPLAUS_NOCONN,5.0,饿,刘伟正在看着家。他按时给猫喂食物。到了周末，它饿死了。,5,0,0
185,IMPLAUS_CONN,6.0,改善,失明的妇女接受了手术。医生对结果感到非常乐观。但是，第二天，她的视力改善了。,6,0,1
186,PLAUS_CONN,7.0,受伤,狗跑进了一条繁忙的街道。幸好，汽车突然转向并避开他。但是，这条狗还是受伤很严重。,7,1,1
187,PLAUS_NOCONN,8.0,庆祝,孙艳周一参加了历史考试。她参加了考试并取得了优异的成绩。她回到家庆祝自己考得好。,8,1,0
188,IMPLAUS_NOCONN,9.0,枯萎,这家人周末出城了。保姆清楚地记得给植物浇水。植物枯萎了，然后整个变成棕色。,9,0,0
189,IMPLAUS_CONN,10.0,掌声,这位明星在音乐剧中独唱。她把这首曲子唱得很悠扬。但是，观众为她响起的掌声非常热烈。,10,0,1
190,PLAUS_CONN,11.0,哭,刘婷是学校里的新生。其他孩子很欢迎她。但是，她还是在一天结束时哭起来了。,11,1,1
191,PLAUS_NOCONN,12.0,难过,赵娟在周二进行了一次测试。她的成绩不及格。她心里还是感到难过极了。,12,1,0
192,IMPLAUS_NOCONN,13.0,监禁,市政府官员被带上法庭。法官作出了有利于他们的裁决。他们立即被法官处以监禁了。,13,0,0
193,IMPLAUS_CONN,14.0,穷,周杰又往老虎机里投了一枚硬币。他把所有钱都花在争胜上。但是，到最后他穷得连一分钱都没了。,14,0,1
194,PLAUS_CONN,15.0,开心,刘颖和李鹏在赌场赌博。那天晚上没有人中大奖。但是，那天晚上他们还是开心极了。,15,1,1
195,PLAUS_NOCONN,16.0,痒,潘悦去露营度假。她被蚊子咬了一口。她痒的感觉布满了全身。,16,1,0
196,IMPLAUS_NOCONN,17.0,签,一位招聘人员来看李洋打棒球。他的投球非常糟糕。他最后被球队签下了。,17,0,0
197,IMPLAUS_CONN,18.0,脏,隐士住在一个山洞里。他已经好几个月没洗澡了。但是，他头发看起来又脏又乱。,18,0,1
198,PLAUS_CONN,19.0,周,方磊需要2.5的平均分才能毕业。他知道他的平均分太低了。但是，他还会在下周和同学一起毕业入社会。,19,1,1
199,PLAUS_NOCONN,20.0,瘦,周涛有进食困难的问题。他基本上已经不吃东西了。不久以后，他瘦了很多。,20,1,0
200,IMPLAUS_NOCONN,21.0,抓,窃贼表现得很小心，他没有把警报拉响。他因此被警卫抓起来了。,21,0,0
201,IMPLAUS_CONN,22.0,绊,周勇每天都会去慢跑。慢跑的路非常崎岖。但是，他被绊了一下然后摔倒了。,22,0,1
202,PLAUS_CONN,23.0,减少,那年电话公司非常成功。它成功赢得了许多客户。但是，此后不久，利润还是减少了很多。,23,1,1
203,PLAUS_NOCONN,24.0,担心,刘斌的成绩很差，经常在学校惹麻烦。他看起来很沮丧，没有朋友。他的父亲母亲很担心他。,24,1,0
204,IMPLAUS_NOCONN,25.0,结束,两国多年来一直处于战争状态。领导人拒绝了最新的停火提议。不久后，两国的冲突终于结束了。,25,0,0
205,IMPLAUS_CONN,26.0,倒闭,这家餐厅收到了糟糕的评论。它总是没有人来吃饭。但是，它在五月的时候倒闭了。,26,0,1
206,PLAUS_CONN,27.0,扔,牛奶还是新鲜的。黄欣觉得它的味道不错。但是，她还是把它扔了出去。,27,1,1
207,PLAUS_NOCONN,28.0,拒绝,吴莉的男朋友给她带来了一些巧克力冰淇淋。她讨厌那种味道。她还是拒绝了这份礼物。,28,1,0
208,IMPLAUS_NOCONN,29.0,喝彩,著名的钢琴家担心她的演奏。她在比赛中犯了很多错误。每个人都为她喝彩不断。,29,0,0
209,IMPLAUS_CONN,30.0,戳,女裁缝正在用别针别托比的西装。她别别针快速而粗心。但是，赵伟被戳了几下。,30,0,1
210,PLAUS_CONN,31.0,杂草,赵丹在后院有一个花园。她花了很多时间照料它。但是，里面还是满是杂草和垃圾。,31,1,1
211,PLAUS_NOCONN,32.0,失望,体操运动员专门研究平衡木。她在第一个动作中跌倒了。她还是对自己失望极了。,32,1,0
212,IMPLAUS_NOCONN,33.0,负面,公司聘请了一名新员工。他表现得敬业而高效。他那个季度获得了负面的业绩评价。,33,0,0
213,IMPLAUS_CONN,34.0,禁足,王浩的父母发现他开始吸烟。他们感觉到很愤怒。但是，他被禁足了一个星期的时间。,34,0,1
214,PLAUS_CONN,35.0,训斥,孩子和他父母一起参观博物馆。他与艺术品保持着距离。但是，博物馆警卫还是训斥了他。,35,1,1
215,PLAUS_NOCONN,36.0,升职,软件工程师的想法已经在新产品中实现了。结果很受欢迎。他在公司里获得升职了。,36,1,0
216,IMPLAUS_NOCONN,37.0,宿醉,那是大考验的前一天。赵阳那天晚上只喝了苏打水。第二天早上，他醒来觉得宿醉很难受。,37,0,0
217,IMPLAUS_CONN,38.0,被捕,州长遭到了他人的谋杀。现场布满了他妻子的指纹。但是，他的妻子立即被警察拘捕了。,38,0,1
218,PLAUS_CONN,39.0,生气,出租车载着乘客前往机场。乘客留下了一大笔小费。但是，出租车司机还是感到生气极了。,39,1,1
219,PLAUS_NOCONN,40.0,倒地,竞技场上进行了一场拳击比赛。一个人的拳头重重地打中了对手。对方还是倒在地上起不来。,40,1,0
220,IMPLAUS_NOCONN,41.0,孤独,胡刚整一周都拜访了他的朋友。他们每晚都出去参加聚会。那一个星期，他感到孤独极了。,41,0,0
221,IMPLAUS_CONN,42.0,注销,张秀找不到她的信用卡。她担心它已经被偷了。但是，她立即注销了这个信用卡账户。,42,0,1
222,PLAUS_CONN,43.0,取消,吴倩本应在那周晚些时候去海岛度假。天气预报看起来很完美。但是，她的行程还是立即取消了。,43,1,1
223,PLAUS_NOCONN,44.0,蜡烛,暴风雨期间，城市的电力被切断了。餐厅里的灯灭了。服务员还是把蜡烛拿到桌子上。,44,1,0
224,IMPLAUS_NOCONN,45.0,庆祝,张博将他的最后一支飞镖投向了棋盘。投掷离目标太远了。他开始庆祝自己优秀的表现。,45,0,0
225,IMPLAUS_CONN,46.0,开心,赵平迫切地想去哈佛。周二，他在邮件中收到了一封录取通知书。但是，他一整天都还是感到开心极了。,46,0,1
226,PLAUS_CONN,47.0,累,这位女士通过定期锻炼保持健康。她跑上一段楼梯。但是，她还是累得满头都是汗。,47,1,1
227,PLAUS_NOCONN,48.0,慌,胡莎在今天参加了历史考试。她对这些问题完全没准备。她还是说到一半的地方就慌了。,48,1,0
228,IMPLAUS_NOCONN,49.0,紧张,谭晶已经驾驶汽车二十年了。她从来没有出过交通事故。她在路上行驶感到紧张极了。,49,0,0
229,IMPLAUS_CONN,50.0,罢工,工会正在进行合同谈判。谈判失败，员工感到很生气。但是，员工们集体罢工不干了。,50,0,1
230,PLAUS_CONN,51.0,骄傲,男孩乘坐滑雪缆车到山顶。他太害怕滑下去了。但是，他还是感到骄傲又开心。,51,1,1
231,PLAUS_NOCONN,52.0,感染,李斯在一家医院的接待处。他拒绝戴乳胶手套。他被一个病人感染了。,52,1,0
232,IMPLAUS_NOCONN,53.0,拒绝,胡杰申请了一所法学院。他有很好的成绩和很好的推荐信。学校最终决定拒绝他的申请。,53,0,0
233,IMPLAUS_CONN,54.0,酸,一天下午，王婷正在做柠檬水。她加的糖比食谱少。但是，每个人都觉得酸得难以忍受。,54,0,1
234,PLAUS_CONN,55.0,吓,周芳的朋友带她去看电影。那是一部喜剧。但是，她还是被这部电影吓坏了。,55,1,1
235,PLAUS_NOCONN,56.0,赶出,唐娜是个不负责任的房客。她没有按时付房租。房东还是将她赶出了大楼。,56,1,0
236,IMPLAUS_NOCONN,57.0,喝倒彩,那个喜剧演员那天晚上很有信心。他已经表演得很完美了。观众向他喝倒彩起来了。,57,0,0
237,IMPLAUS_CONN,58.0,拘留,一名乘客在机场过安检。保安在他身上发现了武器。但是，这乘客被当作恐怖分子拘留了。,58,0,1
238,PLAUS_CONN,59.0,好,朱莉得了感冒。她拒绝尝试用来止咳的药水。但是，她的喉咙痛还是马上好了很多。,59,1,1
239,PLAUS_NOCONN,60.0,脏,学龄前儿童在美术课上尝试过手指画。他们在衣服上涂颜料。后来，他们的衣服还是被弄脏了。,60,1,0
240,IMPLAUS_NOCONN,61.0,解雇,该员工已经在这个公司工作多年。他一直做得很好。他因此被公司解除了雇佣。,61,0,0
241,IMPLAUS_CONN,62.0,火,黄超是一位流行歌星，很有野心。每个人都喜欢他的新歌。但是，他在全世界都受欢迎极了。,62,0,1
242,PLAUS_CONN,63.0,苍老,那个人二十多岁。他的皮肤既光滑又黝黑。但是，他还是显得苍老而虚弱。,63,1,1
243,PLAUS_NOCONN,64.0,不满意,刘颖想染头发。理发师把她的头发做得很糟糕。她对于头发感到不满意极了。,64,1,0
244,IMPLAUS_NOCONN,65.0,紧张,周丽晚上下班回家。她的男朋友和她在一起。一路上她因被尾随感到紧张极了。,65,0,0
245,IMPLAUS_CONN,66.0,肌肉发达,张伟想变得健康。他开始在健身房练习举重。但是，冬天他的肌肉变得发达了许多。,66,0,1
246,PLAUS_CONN,67.0,流血,刘维一直使用安全剃须刀。他今天早上用得很小心。但是，随后他的脸还是流血不断。,67,1,1
247,PLAUS_NOCONN,68.0,气喘,朱怡加快速度，最终成功赶上了公交车。她缺乏身体锻炼。她还是累的喘不上来气了。,68,1,0
248,IMPLAUS_NOCONN,69.0,赢,主队只需再赢一分就可以获胜。球员最后一秒投失了罚球。他们最终赢得了这场比赛。,69,0,0
249,IMPLAUS_CONN,70.0,获释,死囚对判决提出上诉。有新的DNA证据证明他是无辜的。但是，诉讼结束后，他被释放了。,70,0,1
250,PLAUS_CONN,71.0,吐,小孩的妈妈给他一些酸奶当零食。他觉得味道很好。但是，他还是把它吐了出来。,71,1,1
251,PLAUS_NOCONN,72.0,精力充沛,马俊昨晚睡得很香。今天早上他喝了点咖啡。他在工作中还是精力充沛极了。,72,1,0
252,IMPLAUS_NOCONN,73.0,冷,马丽为东北行打包了她最暖的冬衣。那里的温度实际上相对温和。她整个人冷得一直打哆嗦。,73,0,0
253,IMPLAUS_CONN,74.0,不舒服,周娜办公室里的每个人都感冒了。周二下班后她有点鼻子不通。但是，第二天她感觉很不舒服，呆在家里。,74,0,1
254,PLAUS_CONN,75.0,小费,一个在街头卖艺的人正在拉小提琴。它走调了，听起来很糟糕。但是，路过的人还是把小费给他。,75,1,1
255,PLAUS_NOCONN,76.0,兴奋,太多的咖啡让刘琳心跳加快。她今天早上喝得太多了。会议期间，她还是感觉兴奋极了。,76,1,0
256,IMPLAUS_NOCONN,77.0,迟到,马鑫起得很早。他打算多花点时间坐公交车。他开会的时候来迟了。,77,0,0
257,IMPLAUS_CONN,78.0,失业,王翰正忙着申请工作。他没有资格担任任何职位。但是，他没有工作已经一年多的时间了。,78,0,1
258,PLAUS_CONN,79.0,炸薯条,潘帅正在控制饮食。他痴迷于健康的饮食习惯。但是，他还是经常把薯条作为午餐。,79,1,1
259,PLAUS_NOCONN,80.0,缩水,陈丽对她的羊毛衫很不在意。她在机器里用热水洗了它。这件毛衣还是缩水了很多。,80,1,0
260,IMPLAUS_NOCONN,81.0,煮过头,李涵正在用牛排做晚餐。她用中火烤了几分钟。它们煮过头了，而且还是很硬。,81,0,0
261,IMPLAUS_CONN,82.0,漂亮,周霞去了一间理发店做头发。造型师把头发做得很好。但是，她从店里离开时看起来漂亮极了。,82,0,1
262,PLAUS_CONN,83.0,棒,马燕正在举办舞会。她太忙了，没有事先打扫房子。但是，聚会期间房子还是棒极了。,83,1,1
263,PLAUS_NOCONN,84.0,接受,李斌向一家期刊发了一篇论文。评论者给出了非常好的评价。该论文还是被接受发表了。,84,1,0
264,IMPLAUS_NOCONN,85.0,无聊,刘威度过了一个很忙碌的假期。他和朋友去了很多好玩的地方。他每天都觉得这样无聊极了。,85,0,0
265,IMPLAUS_CONN,86.0,甜,赵军在咖啡馆喝咖啡。他点了额外的糖和奶油。但是，他觉得这杯咖啡太甜了。,86,0,1
266,PLAUS_CONN,87.0,淹,那人正试图游过宽阔的河流。水很浅，很平静。但是，他在渡河成功前还是淹死了。,87,1,1
267,PLAUS_NOCONN,88.0,更清晰,李莎需要一副新眼镜。她的眼科医生给她开了一个新处方。新眼镜让一切更清晰了。,88,1,0
268,IMPLAUS_NOCONN,89.0,冲澡,黄珊去了水疗中心。之后她感觉到干净和放松。回到家后，她在浴室里冲澡了。,89,0,0
269,IMPLAUS_CONN,90.0,留校,王维喜欢向他的朋友炫耀。他对老师大声而粗鲁。但是，他被校长留在学校了。,90,0,1
270,PLAUS_CONN,91.0,释放,被告人辩护说自己是无辜的。陪审团最终认定他有罪。但是，第二天他还是被释放了。,91,1,1
271,PLAUS_NOCONN,92.0,满意,魔术师正在魔术表演。他让一只兔子消失了。每个人还是对表演感到满意极了。,92,1,0
272,IMPLAUS_NOCONN,93.0,管教,王强被禁止观看暴力节目。他看了娱乐节目。他被父母严厉地管教了。,93,0,0
273,IMPLAUS_CONN,94.0,晒伤,张雪的皮肤非常白皙。她忘了在海滩上涂防晒霜。但是，她在星期一时被晒伤了。,94,0,1
274,PLAUS_CONN,95.0,死,这名士兵的手上受了轻伤。他立即被送往专家外科医生处。但是，几分钟过后他还是死了。,95,1,1
275,PLAUS_NOCONN,96.0,不清楚,刘梅用手机打她父亲电话。她的信号很差。她父亲的声音还是不清楚极了。,96,1,0
276,IMPLAUS_NOCONN,97.0,袭击,该地区由暴徒控制。店主和他们是好朋友。他的商店当晚遭到暴徒的袭击了。,97,0,0
277,IMPLAUS_CONN,98.0,禁赛,这位运动员被发现服用过类固醇。他有吸毒史。但是，奥委会将禁止他在十年内参赛。,98,0,1
278,PLAUS_CONN,99.0,沮丧,科学家认为他发现了一颗新行星。计算器分析证实了他的猜测。但是，他的心情还是沮丧极了。,99,1,1
279,PLAUS_NOCONN,100.0,辞,关于州长腐败的谣言一直在流传。检察官威胁要调查他。州长还是辞去了他的职位。,100,1,0
280,IMPLAUS_NOCONN,101.0,烧,刘艳把蛋糕放进烤箱烘烤。她完全按照烘焙说明操作。蛋糕在烤箱里被烤焦了。,101,0,0
281,IMPLAUS_CONN,102.0,投诉,王菲喜欢在公寓里打鼓。邻居认为这声音非常烦人。但是，他们向房东投诉她声音很大。,102,0,1
282,PLAUS_CONN,103.0,不安全,榆树街大桥只有几年的历史。它的地基很牢固。但是，国家检查员还是认为它不安全，不能用。,103,1,1
283,PLAUS_NOCONN,104.0,通过,驾驶考官非常严格。他很高兴张军没有犯错。张军在那天还是通过了考试。,104,1,0
284,IMPLAUS_NOCONN,105.0,前面的,张美是古典音乐的忠实粉丝。她只能买得起周五音乐会最便宜的门票。她坐在音乐厅前面的座位。,105,0,0
285,IMPLAUS_CONN,106.0,拦住,警车停在路边。他的雷达发现这辆车正在超速行驶。但是，警察示意，把司机拦了下来。,106,0,1
286,PLAUS_CONN,107.0,皱,马英十几岁。她每一天都用保湿霜。但是，她的脸还是又皱又干。,107,1,1
287,PLAUS_NOCONN,108.0,筋疲力尽,婴儿被放在她的婴儿床上睡觉。晚上她整夜哭个不停。第二天早上，父母还是很累，很暴躁。,108,1,0
288,IMPLAUS_NOCONN,109.0,骑车,刘强的自行车发出吱吱声。他意识到自己无法解决这问题。那天下午他骑车兜了一圈。,109,0,0
289,IMPLAUS_CONN,110.0,墨镜,马腾要离开大楼去吃午饭了。户外阳光很明媚。但是，他在门口戴上了墨镜来遮阳。,110,0,1
290,PLAUS_CONN,111.0,淹没,暴雨突然袭击了小岛。堤坝足以容纳这些水。但是，街道还是被洪水淹没了好几天。,111,1,1
291,PLAUS_NOCONN,112.0,拥堵,天气预报显示假期天气晴朗。许多人决定开车去海边。高速公路还是拥堵了数英里。,112,1,0
292,IMPLAUS_NOCONN,113.0,撤离,沿海城市的居民听了飓风的报告。它根本不会袭击他们的城市。他们听从别人的建议立即撤离当地。,113,0,0
293,IMPLAUS_CONN,114.0,撞,张明暴风雪中开车不小心。这辆车在湿滑的道路上打滑。但是，他撞到了一棵树。,114,0,1
294,PLAUS_CONN,115.0,咳嗽,那人整个晚上都在家里呆着。他穿着温暖的睡衣。但是，第二天早上，他还是又咳嗽又流涕。,115,1,1
295,PLAUS_NOCONN,116.0,抱怨,飞机停在跑道上。这个航班将继续延误。乘客们的抱怨还是一声接着一声。,116,1,0
296,IMPLAUS_NOCONN,117.0,住院,老妇人走下布满雪的台阶。她没有跌倒就走了下去。她在医院住了一段时间。,117,0,0
297,IMPLAUS_CONN,118.0,满意,通灵者声称看到了未来。她帮助了很多人。但是，客户对她的建议感到满意极了。,118,0,1
298,PLAUS_CONN,119.0,威士忌,胡刚和他的朋友去了一家酒吧。他已经戒酒了。但是，他还是点了一杯威士忌和苏打水。,119,1,1
299,PLAUS_NOCONN,120.0,高,司机那天晚上喝多了。警察对他进行了酒精测试。司机的血液里酒精还是高于限定值。,120,1,0
300,IMPLAUS_NOCONN,121.0,莫西干头,少女去理发店做头发。她想保持同样简约的样子。她还是理了个莫西干头彰显个性。,121,0,0
301,IMPLAUS_CONN,122.0,鼻青脸肿,男孩们正陷入争论。最后他们开始互相殴打对方。但是，第二天他们鼻青脸肿地来学校上学。,122,0,1
302,PLAUS_CONN,123.0,三明治,方强在学校吃了一顿丰盛的午餐。到家时他很饱，有点困。但是，他在厨房里吃了一个三明治充饥。,123,1,1
303,PLAUS_NOCONN,124.0,高,游客们都很喜欢这个导游。他总是有很多顾客。每年夏天他还是有很高的收入。,124,1,0
304,IMPLAUS_NOCONN,125.0,割,学徒在厨房里干活。他几乎没有碰到刀。他被刀割伤了手指。,125,0,0
305,IMPLAUS_CONN,126.0,迷路,游客想回到他的旅馆。他现在已经忘记了方向。但是，在街上找不到路了。,126,0,1
306,PLAUS_CONN,127.0,否决,国会已将该法案送交总统批准。他认为这是一个了不起的主意。但是，他还是否决了这项措施。,127,1,1
307,PLAUS_NOCONN,128.0,加入,周帅参加了喜剧团的试演。他的表现让其他学生都哈哈大笑起来。导演还是让他加入这个团队。,128,1,0
308,IMPLAUS_NOCONN,129.0,开车,周帅在聚会上喝醉了。他的女朋友不得不照顾他。他最终开车送大家回家。,129,0,0
309,IMPLAUS_CONN,130.0,欢欣鼓舞,一个有魅力的战士推翻了国王统治。老国王很不受臣民的欢迎。但是，人们在街上欢欣鼓舞起来了。,130,0,1
310,PLAUS_CONN,131.0,吓,该建筑物里的人因炸弹威胁被疏散。员工被告知这是虚惊一场。但是，每个人还是被这个消息吓坏了。,131,1,1
311,PLAUS_NOCONN,132.0,饿,刘波遵守了宗教节日的规定。他不得不禁食一整天。之后他就还是饿着要吃三明治。,132,1,0
312,IMPLAUS_NOCONN,133.0,专业,那个笨女人在婚礼前没有跳过舞。她拒绝上课。她在招待会上专业地跳舞。,133,0,0
313,IMPLAUS_CONN,134.0,退还,王磊买了新酒杯。它们中的一些在到达时破碎了。但是，她立即把它们退了回去。,134,0,1
314,PLAUS_CONN,135.0,平静,那个男婴在哭。他的母亲太忙了，无法安慰他。但是，他还是很快就平静了下来。,135,1,1
315,PLAUS_NOCONN,136.0,停课,刘欣正在听收音机。昨晚的暴风雨已经积起了几英尺厚的雪。那天学校还是因此暂停了上课。,136,1,0
316,IMPLAUS_NOCONN,137.0,高兴,赵妮在厨房里贴上了漂亮的新墙纸。屋顶漏水，纸开始剥落。她看到墙壁以后感到高兴极了。,137,0,0
317,IMPLAUS_CONN,138.0,定罪,张华对她的案子很悲观。她的律师几乎没有证据可以帮助她。但是，她最后被陪审团定罪了。,138,0,1
318,PLAUS_CONN,139.0,富有,赵建起诉那个医生渎职。他最终在法庭上败诉。但是，由于这个案子，他还是变富了。,139,1,1
319,PLAUS_NOCONN,140.0,找出,家里曾有人闯入。小偷留下了很多指纹。警察还是非常轻松地找出了他。,140,1,0
320,IMPLAUS_NOCONN,141.0,红,少年正在做演讲。他是一个自信的人。他在提问期间脸红透了。,141,0,0
321,IMPLAUS_CONN,142.0,酸痛,黄丽正在为足球赛季进行训练。星期一她用力过猛了。但是，第二天她全身都感到酸痛极了。,142,0,1
322,PLAUS_CONN,143.0,户外,已经下雨一个星期了。雨使地面变得非常泥泞。但是，那天孩子们还是在户外休息。,143,1,1
323,PLAUS_NOCONN,144.0,退还,张艳决定把刚买的鞋子还回去。它们仍然是全新的，她有收据。商店还是把钱退给了她。,144,1,0
324,IMPLAUS_NOCONN,145.0,安全,公寓大楼位于犯罪率高的街区。警察很少到该地区。居民们觉得住在那里安全极了。,145,0,0
325,IMPLAUS_CONN,146.0,取消,首席执行官已安排与加州分公司经理会面。他误了当天最后的航班。但是，会议被取消并重新安排了。,146,0,1
326,PLAUS_CONN,147.0,担心,为了成为律师，李鑫需通过考试。他刚刚通过了四月的考试。但是，他还是担心自己的职业生涯。,147,1,1
327,PLAUS_NOCONN,148.0,车辆,张丹住在市中心。她卧室的窗户面向街道。晚上，她还是听到车辆经过的声音。,148,1,0
328,IMPLAUS_NOCONN,149.0,失败,参议院正在辩论总统的新法案。大多数国会议员都喜欢它。该法案于星期五的时候失败了。,149,0,0
329,IMPLAUS_CONN,150.0,独一无二,这些项链由许多不同国家的人制作。艺术家们都有自己的技巧。但是，每件作品都很独特且珍贵。,150,0,1
330,PLAUS_CONN,151.0,新闻,周帅是一位政治家的助手。在家时，他喜欢把注意力从工作上移开。但是，他还是总收看新闻频道。,151,1,1
331,PLAUS_NOCONN,152.0,睡,主管总是熬夜工作。他的医生敦促他多休息。他还是决定每天睡久一些。,152,1,0
332,IMPLAUS_NOCONN,153.0,容易,赵强的数学很不好。今天上课时，教授匆匆介绍了几个复杂的概念。周帅觉得这些概念非常容易理解。,153,0,0
333,IMPLAUS_CONN,154.0,绑架,参议员独自出国旅行。她身处一个危险的地带。但是，她被两名罪犯绑架走了。,154,0,1
334,PLAUS_CONN,155.0,烧,餐厅的厨房里起了小火。消防车在几秒钟内就出现了。但是，大多数顾客还是被烧死了。,155,1,1
335,PLAUS_NOCONN,156.0,不走运,孙玲排队去看新电影。该节目在三十分前已售罄。她还是觉得很不走运，回家了。,156,1,0
336,IMPLAUS_NOCONN,157.0,牡蛎,刘梅和她的丈夫去海鲜餐厅吃饭。她对贝类过敏。她点了牡蛎当晚餐的食物。,157,0,0
337,IMPLAUS_CONN,158.0,迟,马强忘记了论文提交是星期三截止。那时他甚至还没有开始。但是，他给老师的论文上交迟了。,158,0,1
338,PLAUS_CONN,159.0,瘦,赵宇是一名职业摔跤手。他一天吃五顿饭。但是，他还是瘦得像铁轨。,159,1,1
339,PLAUS_NOCONN,160.0,接受,林芳对目前的工作很讨厌。另一家公司试图以以更高的薪水招聘她。她还是接受了他们的邀请。,160,1,0
340,IMPLAUS_NOCONN,161.0,专业,胡刚穿着一件皱巴巴的衬衫去接受采访。他刚刚把咖啡洒在上面。他在接受采访时看起来专业极了。,161,0,0
341,IMPLAUS_CONN,162.0,舒服,张杰和其他五个朋友去旅行。为这次旅行租了一辆巨大的面包车。但是，他们在旅行时开车感到舒服极了。,162,0,1
342,PLAUS_CONN,163.0,摔,胡爽多年来一直骑着这匹老马。这匹马非常温和而友好。但是，她还是摔倒在了地上。,163,1,1
343,PLAUS_NOCONN,164.0,昂贵,赵敏刚刚得到了加薪。现在她几乎可以买得起任何她想要的东西。那一年，她送给朋友的礼物还是贵极了。,164,1,0
344,IMPLAUS_NOCONN,165.0,高兴,张倩在圣诞节要了一辆自行车。她父母给她买了一个洋娃娃。她有了洋娃娃感到高兴极了。,165,0,0
345,IMPLAUS_CONN,166.0,成功,刘国的一颗痣被外科医生切除了。这是一个简单的过程。但是，当天他的手术获得成功了。,166,0,1
346,PLAUS_CONN,167.0,批评,这位政治家在城里很受欢迎。他收到了很多表扬信。但是，他还是总是被批评包围。,167,1,1
347,PLAUS_NOCONN,168.0,斜坡,李娜第一次去滑雪时玩得很开心。她爱上了这项运动。这些天她还是尽可能去斜坡滑雪。,168,1,0
348,IMPLAUS_NOCONN,169.0,乱,王依每天都打扫她的房子。她也有请清洁工定期来。她的厨房总是看起来乱极了。,169,0,0
349,IMPLAUS_CONN,170.0,输,球队在世界杯比赛。他们在最后几秒落后几分。但是，那一年他们还是输了比赛。,170,0,1
350,PLAUS_CONN,171.0,警察,房主刚搬进来，到目前为止，每个人都对他如此友好。但是，他还是把警察叫了过来。,171,1,1
351,PLAUS_NOCONN,172.0,停止,厨房的屋顶漏水了。杂工过来把它修好了。滴水还是很快就停止了。,172,1,0
352,IMPLAUS_NOCONN,173.0,适合,赵凯的老板邀请他参加一个豪华的酒会。赵凯穿着足球服参加。每个人都认为他的服装适合这个场合。,173,0,0
353,IMPLAUS_CONN,174.0,聚会,王博很爱好社交。他喜欢和很多朋友一起出去玩。但是，他每个周末都在某地聚会玩乐。,174,0,1
354,PLAUS_CONN,175.0,烦人,王妮有三条狗。它们非常温和，从不惹麻烦。但是，她还是总说他们烦人极了。,175,1,1
355,PLAUS_NOCONN,176.0,止痛药,周洁在牙医那里拔出了她的智齿。事后她的嘴巴很痛。医生还是开了一些止痛药给她吃。,176,1,0
356,IMPLAUS_NOCONN,177.0,玫瑰,李浩打算在情人节见他的女朋友。他知道她对花过敏。他给她买了玫瑰表达爱意。,177,0,0
357,IMPLAUS_CONN,178.0,画廊,王博是个画家。他喜欢从别人的工作中学习。但是，他多数时间都在画廊和艺术馆度过。,178,0,1
358,PLAUS_CONN,179.0,跑步,赵杰的心脏很虚弱。医生告诉他减少剧烈活动。但是，他还是几乎每天都跑步锻炼。,179,1,1
359,PLAUS_NOCONN,180.0,干,刘姗去沙漠远足了。她忘了涂保湿乳液。后来她的皮肤还是干得裂开。,180,1,0
