,CONDITION,sent_id,TARGET_WORD,SENTENCE,ITEM_ID,Plausibility,Connective
360,IMPLAUS_CONN,1.0,咬,张敏买了一只德国牧羊犬。这条狗脾气不定，而且很凶猛。但是，它咬伤了她的手。,1,0,1
361,PLAUS_CONN,2.0,紧张,王强急忙跑回了餐厅。幸好，他在桌子底下找到了自己的钱包。但是，他紧张了整整一天的时间。,2,1,1
362,PLAUS_NOCONN,3.0,撞破,李娜把她的购物车推过洞坑。鸡蛋在袋子里滚。它们最后还是撞破了纸箱。,3,1,0
363,IMPLAUS_NOCONN,4.0,雨伞,天看上去有些阴沉沉的。太阳一下子就升起来了。王希从包裹拿出了雨伞遮雨。,4,0,0
364,IMPLAUS_CONN,5.0,饿,刘伟正在看着家。他完全忘记了喂猫。但是，到周末它饿死了。,5,0,1
365,PLAUS_CONN,6.0,改善,失明的妇女接受了手术。医生对手术结果非常失望。	但是，	第二天她的视力改善了。,6,1,1
366,PLAUS_NOCONN,7.0,受伤,狗跑进了一条繁忙的街道。汽车超速行驶撞到了他。这条狗还是受伤很严重。,7,1,0
367,IMPLAUS_NOCONN,8.0,庆祝,孙艳周一参加了历史考试。她参加了考试，但没有通过。她回到家庆祝自己考得好。,8,0,0
368,IMPLAUS_CONN,9.0,枯萎,这家人周末出城了。保姆完全忘记了给植物浇水。但是，植物还是枯萎了，整个变成棕色。,9,0,1
369,PLAUS_CONN,10.0,掌声,这位明星在音乐剧中独唱。她唱得很糟糕而且走调。但是，观众为她响起的掌声非常热烈。,10,1,1
370,PLAUS_NOCONN,11.0,哭,刘婷是学校里的新生。其他孩子开始取笑她。她还是在一天结束时哭起来了。,11,1,0
371,IMPLAUS_NOCONN,12.0,难过,赵娟在周二进行了一次测试。她获得了最高分。她心里还是感到难过极了。,12,0,0
372,IMPLAUS_CONN,13.0,监禁,市政府官员被带上法庭。法官作出了不利于他们的裁决。但是，他们立即被法官处以监禁了。,13,0,1
373,PLAUS_CONN,14.0,穷,周杰又往老虎机里投了一枚硬币。他不断试并赢了大奖。但是，到最后他穷得连一分钱都没了。,14,1,1
374,PLAUS_NOCONN,15.0,开心,刘颖和李鹏在赌场赌博。他们赢了每一局赌局。那天晚上他们还是开心极了。,15,1,0
375,IMPLAUS_NOCONN,16.0,痒,潘悦去露营度假。她用了一种很好的驱蚊剂。她痒的感觉布满了全身。,16,0,0
376,IMPLAUS_CONN,17.0,签,一位招聘人员来看李洋打棒球。他投得很好。但是，他最后被球队签下了。,17,0,1
377,PLAUS_CONN,18.0,脏,隐士住在一个山洞里。他每天都在山间小溪里洗澡。但是，他头发看起来又脏又乱。,18,1,1
378,PLAUS_NOCONN,19.0,周,方磊需要2.5的平均分才能毕业。他了解到他的已经很高了。他会在下周和同学一起毕业入社会。,19,1,0
379,IMPLAUS_NOCONN,20.0,瘦,周涛有进食困难的问题。他停不下来吃东西。不久以后，他瘦了很多。,20,0,0
380,IMPLAUS_CONN,21.0,抓,窃贼表现得很笨拙，他不小心让警报响起来了。但是，他被警卫抓起来了。,21,0,1
381,PLAUS_CONN,22.0,绊,周勇每天都会去慢跑。路是刚刚铺好的。但是，他被绊了一下然后摔倒了。,22,1,1
382,PLAUS_NOCONN,23.0,减少,那年电话公司遇到了财务问题。它失去了许多客户。此后不久，利润还是减少了很多。,23,1,0
383,IMPLAUS_NOCONN,24.0,担心,刘斌成绩很好，在学校从未惹麻烦。他总是很开朗，有很多朋友。他的父亲母亲很担心他。,24,0,0
384,IMPLAUS_CONN,25.0,结束,两国多年来一直处于战争状态。领导人同意签署停火协议。但是，两国的冲突终于结束了。,25,0,1
385,PLAUS_CONN,26.0,倒闭,该餐厅获得了人们极好的评价。它总是没有空余的座位。但是，它在五月的时候倒闭了。,26,1,1
386,PLAUS_NOCONN,27.0,扔,牛奶已经放了一个多星期了。黄欣觉得它尝起来很酸。她还是把它扔了出去。,27,1,0
387,IMPLAUS_NOCONN,28.0,拒绝,吴莉的男朋友给她带来了一些巧克力冰淇淋。这是她最爱的味道。她还是拒绝了这份礼物。,28,0,0
388,IMPLAUS_CONN,29.0,喝彩,这位著名的钢琴家对她的演奏很有信心。她把这曲子弹得特别好。但是，每个人都为她喝彩不断。,29,0,1
389,PLAUS_CONN,30.0,戳,女裁缝正在用别针别托比的西装。她别别针非常小心。但是，赵伟被她戳了几下。,30,1,1
390,PLAUS_NOCONN,31.0,杂草,赵丹在后院有一个花园。她从未花太多时间照料它。里面还是全都是杂草和垃圾。,31,1,0
391,IMPLAUS_NOCONN,32.0,失望,体操运动员专门研究平衡木。她完美地完成了她的第一个动作。她还是对自己失望极了。,32,0,0
392,IMPLAUS_CONN,33.0,负面,公司聘请了一名新员工。这位新员工懒惰而低效。但是，他那个季度获得了负面的业绩评价。,33,0,1
393,PLAUS_CONN,34.0,禁足,王浩的父母发现他打算要戒烟。他们感到非常激动。但是，他被禁足了一个星期的时间。,34,1,1
394,PLAUS_NOCONN,35.0,训斥,孩子和他父母一起参观博物馆。他伸手去摸一些艺术品。博物馆的警卫还是训斥了他。,35,1,0
395,IMPLAUS_NOCONN,36.0,升职,软件工程师的想法已经在新产品中实现了。结果不受欢迎。他在公司里获得升职了。,36,0,0
396,IMPLAUS_CONN,37.0,宿醉,那是大型足球比赛的日子。那天晚上赵阳喝了很多啤酒。但是，第二天早上，他醒来觉得宿醉很难受。,37,0,1
397,PLAUS_CONN,38.0,被捕,州长遭到了他人的谋杀。犯罪现场全部都是他儿子的指纹。但是，他的妻子立即被警察拘捕了。,38,1,1
398,PLAUS_NOCONN,39.0,生气,出租车载着乘客前往机场。乘客没有付钱就跳下了车。出租车司机还是感觉到生气极了。,39,1,0
399,IMPLAUS_NOCONN,40.0,倒地,竞技场上进行了一场拳击比赛。一个人的拳头没有打中对方。对方还是倒在地上起不来。,40,0,0
400,IMPLAUS_CONN,41.0,孤独,胡刚一个人在家待了整整一星期。他没有接到任何电话。但是，那一个星期，他感到孤独极了。,41,0,1
401,PLAUS_CONN,42.0,注销,张秀记得她把信用卡忘在哪里了。她确定在她的卧室某处。但是，她立即注销了这个信用卡账户。,42,1,1
402,PLAUS_NOCONN,43.0,取消,吴倩本应在那周晚些时候去海岛度假。一场大飓风袭击了这个岛。她的行程还是立即取消了。,43,1,0
403,IMPLAUS_NOCONN,44.0,蜡烛,暴风雨过后，城市的电力系统恢复了。餐厅的灯又亮了起来。服务员还是把蜡烛拿到桌子上。,44,0,0
404,IMPLAUS_CONN,45.0,庆祝,张博将他的最后一支飞镖投向了棋盘。投掷是准确的。但是，他开始庆祝自己优秀的表现。,45,0,1
405,PLAUS_CONN,46.0,开心,赵平迫切地想去哈佛。周二，他在邮件中收到了一封拒绝信。但是，他一整天都还是感到开心极了。,46,1,1
406,PLAUS_NOCONN,47.0,累,这个女人身材走样，有点胖胖的。她不得不爬二十层楼梯。她还是累得满头都是汗。,47,1,0
407,IMPLAUS_NOCONN,48.0,慌,胡莎在今天参加了历史考试。她知道每一个问题的答案。她还是说到一半的地方就慌了。,48,0,0
408,IMPLAUS_CONN,49.0,紧张,谭晶刚刚开始学习驾驶汽车。她最近出了交通事故。但是，她在路上行驶感到紧张极了。,49,0,1
409,PLAUS_CONN,50.0,罢工,工会正在进行合同谈判。谈判成功，员工感到很满意。但是，员工们集体罢工不干了。,50,1,1
410,PLAUS_NOCONN,51.0,骄傲,男孩乘坐滑雪缆车到山顶。随后他一路滑下来。他还是感到既骄傲又开心。,51,1,0
411,IMPLAUS_NOCONN,52.0,感染,李斯在一家医院的接待处工作。他总是戴着乳胶手套。他被一个病人感染了。,52,0,0
412,IMPLAUS_CONN,53.0,拒绝,胡杰申请了一所法学院。他的成绩很差，推荐信也很一般。但是，学校最终决定拒绝他的申请。,53,0,1
413,PLAUS_CONN,54.0,酸,一天下午，王婷正在做柠檬水。她加的糖比食谱多。但是，每个人都觉得酸得难以忍受。,54,1,1
414,PLAUS_NOCONN,55.0,吓,周芳的朋友带她去看电影。那是一部恐怖电影。她还是被这部电影吓坏了。,55,1,0
415,IMPLAUS_NOCONN,56.0,赶出,唐娜是个好房客。她总是按时给房东付房租。房东还是将她赶出了大楼。,56,0,0
416,IMPLAUS_CONN,57.0,喝倒彩,那个喜剧演员那天晚上很紧张。他表现得很糟糕。但是，观众向他喝倒彩起来了。,57,0,1
417,PLAUS_CONN,58.0,拘留,一名乘客在机场过安检。保安没有发现他有任何可疑的。但是，这乘客被当作恐怖分子拘留了。,58,1,1
418,PLAUS_NOCONN,59.0,好,朱莉得了感冒。她喝了一口用来止咳的药水。她的喉咙痛马上好了很多。,59,1,0
419,IMPLAUS_NOCONN,60.0,脏,学龄前儿童在美术课上使用过粘土。他们在衣服外穿围裙。后来，他们的衣服还是被弄脏了。,60,0,0
420,IMPLAUS_CONN,61.0,解雇,该员工已经在这个公司工作多年。他因为吸毒被抓。但是，他因此被公司解除了聘用。,61,0,1
421,PLAUS_CONN,62.0,火,黄超是一位流行歌星，很有野心。没有人喜欢他的新歌。但是，他在全世界都受欢迎极了。,62,1,1
422,PLAUS_NOCONN,63.0,苍老,那个人五十岁有余。他的皮肤既粗糙不平又暗淡无光。他还是看起来显得苍老而虚弱。,63,1,0
423,IMPLAUS_NOCONN,64.0,不满意,刘颖想染头发。理发师把她的头发染得很好。她对于头发感到不满意极了。,64,0,0
424,IMPLAUS_CONN,65.0,紧张,周丽晚上下班回家。有一个陌生人跟在她身后。但是，她因被尾随感到紧张极了。,65,0,1
425,PLAUS_CONN,66.0,肌肉发达,张伟开始变得懒惰起来。他停止在健身房练习举重。但是，冬天他的肌肉变得发达了许多。,66,1,1
426,PLAUS_NOCONN,67.0,流血,刘维一直使用安全剃须刀。他今天早上用得很马虎。随后他的脸还是流血不断。,67,1,0
427,IMPLAUS_NOCONN,68.0,气喘,朱怡加快速度，最后成功赶上了公交车。她经常锻炼身体。她还是累的喘不上来气了。,68,0,0
428,IMPLAUS_CONN,69.0,赢,主队只需再赢一分就可以获胜。球员最后一秒罚进了球。但是，他们最终赢得了这场比赛。,69,0,1
429,PLAUS_CONN,70.0,获释,死囚对判决提出上诉。该案没有取得新的证据。但是，诉讼结束后，他被释放了。,70,1,1
430,PLAUS_NOCONN,71.0,吐,小孩的妈妈给他一些酸奶当零食。他觉得味道很恶心。他还是把它吐了出来。,71,1,0
431,IMPLAUS_NOCONN,72.0,精力充沛,马俊昨晚只睡了两个小时。今天早上他没空喝咖啡。他在工作中还是精力充沛极了。,72,0,0
432,IMPLAUS_CONN,73.0,冷,马丽忘了带冬衣去东北旅行。那里的温度几乎降至冰点。但是，她整个人冷得一直打哆嗦。,73,0,1
433,PLAUS_CONN,74.0,不舒服,周娜办公室里的每个人感冒康复了。周二下班后她鼻子通畅。但是，第二天她感觉很不舒服，呆在家里。,74,1,1
434,PLAUS_NOCONN,75.0,小费,一个在街头卖艺的人正在拉小提琴。它的音调完美，听起来很优美。路过的人还是把小费给他。,75,1,0
435,IMPLAUS_NOCONN,76.0,兴奋,如果刘琳不喝早上的咖啡，她通常会困。她今早没喝。会议期间，她还是感觉兴奋极了。,76,0,0
436,IMPLAUS_CONN,77.0,迟到,马鑫没有赶上他的公交车。他不得不步行去公司上班。但是，他开会的时候来迟了。,77,0,1
437,PLAUS_CONN,78.0,失业,王翰正忙着申请工作。他能胜任其中大多数职位。但是，他没有工作已经一年多的时间了。,78,1,1
438,PLAUS_NOCONN,79.0,炸薯条,潘帅喜欢吃不健康的食物。他不喜欢健康饮食。他还是经常把薯条作为午餐。,79,1,0
439,IMPLAUS_NOCONN,80.0,缩水,陈丽对她的羊毛衫非常小心。她把它带到干洗店。这件毛衣还是缩水了很多。,80,0,0
440,IMPLAUS_CONN,81.0,煮过头,李涵正在用牛排做晚餐。她在高温下烤了一个多小时。但是，它们煮过头了，而且还是很硬。,81,0,1
441,PLAUS_CONN,82.0,漂亮,周霞去了一间理发店做头发。造型师犯了一个可怕的错误。但是，她从店里离开时看起来漂亮极了。,82,1,1
442,PLAUS_NOCONN,83.0,棒,马燕正在举办舞会。她整天都在打扫和擦亮房子。聚会期间房子还是棒极了。,83,1,0
443,IMPLAUS_NOCONN,84.0,接受,李斌向一家期刊发了一篇论文。评论者给出了负面评价。该论文还是被接受发表了。,84,0,0
444,IMPLAUS_CONN,85.0,无聊,刘威度过了一个很不快的假期。他在家和父母待了一个星期。但是，他每天都觉得这样无聊极了。,85,0,1
445,PLAUS_CONN,86.0,甜,赵军在咖啡馆喝咖啡。他点了纯咖啡，没有牛奶或糖。但是，他觉得这杯咖啡太甜了。,86,1,1
446,PLAUS_NOCONN,87.0,淹,那人正试图游过宽阔的河流。水又深又急。他在渡河成功前还是淹死了。,87,1,0
447,IMPLAUS_NOCONN,88.0,更清晰,李莎需要一副新眼镜。她的眼科医生给了她错误的处方。新眼镜让一切更清晰了。,88,0,0
448,IMPLAUS_CONN,89.0,冲澡,黄珊跑了很长时间。她感觉真的很热，全身都是汗。但是，回到家后，她在浴室里冲澡了。,89,0,1
449,PLAUS_CONN,90.0,留校,王维喜欢讨好他的老师。他在课堂上表现得非常好。但是，他被校长留在学校了。,90,1,1
450,PLAUS_NOCONN,91.0,释放,被告人辩护说自己是无辜的。陪审团最终认定他无罪。第二天他还是被释放了。,91,1,0
451,IMPLAUS_NOCONN,92.0,满意,魔术师正在进行魔术表演。他的兔子魔术表演失败。每个人还是对表演感到满意极了。,92,0,0
452,IMPLAUS_CONN,93.0,管教,王强被禁止观看暴力节目。他看了一场射击游戏。但是，他被父母严厉地管教了。,93,0,1
453,PLAUS_CONN,94.0,晒伤,张雪的皮肤总是被太阳晒。她在海滩上涂了防晒霜。但是，她在星期一时被晒伤了。,94,1,1
454,PLAUS_NOCONN,95.0,死,这名士兵的胸部被子弹打中了。附近没有医生给他治疗。几分钟过后他还是死了。,95,1,0
455,IMPLAUS_NOCONN,96.0,不清楚,刘梅用手机打她父亲电话。她的信号很好。她父亲的声音还是不清楚极了。,96,0,0
456,IMPLAUS_CONN,97.0,袭击,该地区由暴徒控制。店主拒绝把钱还给暴徒。但是，他的商店当晚遭暴徒的袭击了。,97,0,1
457,PLAUS_CONN,98.0,禁赛,这位运动员从未服用过任何类固醇。测试表明他是阴性的。但是，奥委会将禁止他在十年内参赛。,98,1,1
458,PLAUS_NOCONN,99.0,沮丧,科学家认为他发现了一颗新行星。计算机分析显示他错了。他的心情还是沮丧极了。,99,1,0
459,IMPLAUS_NOCONN,100.0,辞,关于州长腐败的谣言一直在流传。检察官宣布他无不当行为。州长还是辞去了他的职位。,100,0,0
460,IMPLAUS_CONN,101.0,烧,刘艳把蛋糕放进烤箱烘烤。蛋糕被烤了半个小时。但是，蛋糕在烤箱里被烤焦了。,101,0,1
461,PLAUS_CONN,102.0,投诉,王菲喜欢在公寓里拉小提琴。邻居认为声音非常舒缓。但是，他们向房东投诉她声音很大。,102,1,1
462,PLAUS_NOCONN,103.0,不安全,榆树街大桥已有超过一百年的历史。地基最近遭到破坏。国家检查员还是认为它不安全，不能用。,103,1,0
463,IMPLAUS_NOCONN,104.0,通过,驾驶考官非常严格。他注意到张军犯了几个错误。张军在那天还是通过了考试。,104,0,0
464,IMPLAUS_CONN,105.0,前面的,张美是古典音乐的忠实粉丝。她买了周五音乐会最贵的门票。但是，她坐在音乐厅前面的座位。,105,0,1
465,PLAUS_CONN,106.0,拦住,警车停在路边。他的雷达发现这辆车遵守限速。但是，警察示意，把司机拦了下来。,106,1,1
466,PLAUS_NOCONN,107.0,皱,马英逐渐变得衰老。她的抗衰老霜对于她来说毫无用处。她的脸还是又皱又干。,107,1,0
467,IMPLAUS_NOCONN,108.0,筋疲力尽,婴儿被放在她的婴儿床上睡觉。晚上她非常安静。第二天早上，父母还是很累，很暴躁。,108,0,0
468,IMPLAUS_CONN,109.0,骑车,刘强的自行车发出吱吱声。他能够在自己的地下室修复它。但是，那天下午他骑车兜了一圈。,109,0,1
469,PLAUS_CONN,110.0,墨镜,马腾要离开大楼去吃午饭了。户外多云，很冷。但是，他在门口戴上了墨镜来遮阳。,110,1,1
470,PLAUS_NOCONN,111.0,淹没,飓风袭击了小岛。随着海平面逐渐上升，堤坝开始破裂。街道还是被洪水淹没了好几天。,111,1,0
471,IMPLAUS_NOCONN,112.0,拥堵,天气预报显示假期天气恶劣。许多人决定在家而不是旅行。高速公路还是拥堵了数英里。,112,0,0
472,IMPLAUS_CONN,113.0,撤离,沿海城市的居民听了飓风的报告。风暴将在他们的城市登陆。但是，他们听别人的建议立即撤离当地。,113,0,1
473,PLAUS_CONN,114.0,撞,张明小心在暴风雪中驾驶。这辆车在湿滑的道路上平稳行驶。但是，他撞到了一棵树。,114,1,1
474,PLAUS_NOCONN,115.0,咳嗽,那人整个晚上都在外面呆着。他得了重感冒。第二天早上，他还是又咳嗽又流涕。,115,1,0
475,IMPLAUS_NOCONN,116.0,抱怨,飞机正在滑行到跑道上。这是将在下一个起飞的航班。乘客们的抱怨还是一声接一声。,116,0,0
476,IMPLAUS_CONN,117.0,住院,老妇人走下布满雪的台阶。她不小心摔倒了，摔坏了臀部。但是，她在医院住了一段时间。,117,0,1
477,PLAUS_CONN,118.0,满意,通灵者声称看到了未来。当地报纸宣布她是个骗子。但是，客户对她的建议感到满意极了。,118,1,1
478,PLAUS_NOCONN,119.0,威士忌,胡刚和他的朋友去了一家酒吧。他想喝一杯。他还是点了一杯威士忌和苏打水。,119,1,0
479,IMPLAUS_NOCONN,120.0,高,司机那天晚上没有喝酒。警察对他进行了酒精测试。司机的血液里酒精还是高于限定值。,120,0,0
480,IMPLAUS_CONN,121.0,莫西干头,少女去理发店做头发。她想要一些另类的感觉。但是，她还是理了个莫西干头彰显个性。,121,0,1
481,PLAUS_CONN,122.0,鼻青脸肿,男孩们正陷入争论。他们经过争论最终达成协议。但是，第二天他们鼻青脸肿地来学校上学。,122,1,1
482,PLAUS_NOCONN,123.0,三明治,方强不吃早餐和午餐。他从学校饿着肚子回到家。他在厨房里吃了一个三明治充饥。,123,1,0
483,IMPLAUS_NOCONN,124.0,高,游客们都不想遇到这个导游。他的顾客非常少。每年夏天他还是有很高的收入。,124,0,0
484,IMPLAUS_CONN,125.0,割,厨师正在忙着切一些蔬菜。他用刀很马虎。但是，他被刀割伤了手指。,125,0,1
485,PLAUS_CONN,126.0,迷路,游客想回到他的旅馆。他现在已经很清楚这条路了。但是，他在街上找不到路了。,126,1,1
486,PLAUS_NOCONN,127.0,否决,国会已将该法案送交总统批准。他认为这个主意不好。他还是否决了这项措施。,127,1,0
487,IMPLAUS_NOCONN,128.0,加入,周帅参加了喜剧团的试演。他的台词都含糊不清，清晰易懂。导演还是让他加入这个团队。,128,0,0
488,IMPLAUS_CONN,129.0,开车,周帅没在聚会上喝酒。他是他朋友中唯一一个清醒的。但是，他最终开车送大家回家。,129,0,1
489,PLAUS_CONN,130.0,欢欣鼓舞,一个很有诡计的恶棍谋杀了国王。老国王很受臣民的欢迎。但是，人们在街上欢欣鼓舞起来了。,130,1,1
490,PLAUS_NOCONN,131.0,吓,该建筑里的人因炸弹威胁被疏散。员工被告知情况危急。每个人还是被这个消息吓坏了。,131,1,0
491,IMPLAUS_NOCONN,132.0,饿,刘波遵守了宗教节日的规定。他在筵席上大吃一通。之后他就还是饿着要吃三明治。,132,0,0
492,IMPLAUS_CONN,133.0,专业,那个女人在婚礼前没有跳过舞。她上了几个月的课。但是，她在招待会上专业地跳舞。,133,0,1
493,PLAUS_CONN,134.0,退还,王磊买了新酒杯。收到包裹时，她感到很满意。但是，她立即把它们退了回去。,134,1,1
494,PLAUS_NOCONN,135.0,平静,那个男婴在哭。他的母亲走过来轻轻地摇晃着他。他还是很快就平静了下来。,135,1,0
495,IMPLAUS_NOCONN,136.0,停课,刘欣正在听收音机。昨晚的暴风雨只留下了一层薄薄的雪尘。那天学校还是因此暂停了上课。,136,0,0
496,IMPLAUS_CONN,137.0,高兴,厨房里的墙纸褪色剥落了。赵妮用一种好看的新图案取代它。但是，她看到墙壁以后感到高兴极了。,137,0,1
497,PLAUS_CONN,138.0,定罪,张华对她的案子充满希望。她的律师有证据证明她是无辜的。但是，她最后被陪审团定罪了。,138,1,1
498,PLAUS_NOCONN,139.0,富有,赵建起诉那个医生渎职。他最终因此获得了损害赔偿。由于这个案子，他还是变富了。,139,1,0
499,IMPLAUS_NOCONN,140.0,找出,家里曾有人闯入。小偷没有留下任何作案痕迹。警察还是非常轻松地找出了他。,140,0,0
500,IMPLAUS_CONN,141.0,红,少年正在做演讲。他是一个害羞的人。但是，他在提问期间脸红透了。,141,0,1
501,PLAUS_CONN,142.0,酸痛,黄丽完成了足球赛季。她得到了按摩来庆祝。但是，第二天她全身都感到酸痛极了。,142,1,1
502,PLAUS_NOCONN,143.0,户外,那是春天的第一天。太阳很好，阳光很温暖。那天孩子们还是在户外休息了。,143,1,0
503,IMPLAUS_NOCONN,144.0,退还,张艳决定退回她去年买的鞋子。他们都很破旧，她把收据弄丢了。商店还是把钱退给了她。,144,0,0
504,IMPLAUS_CONN,145.0,安全,公寓大楼位于住宅区的一个高档小区。警察定期在这里巡逻。但是，居民们觉得住在那里安全极了。,145,0,1
505,PLAUS_CONN,146.0,取消,首席执行官已安排与加州分公司经理会面，在加州搭了早班飞机。但是，会议被取消并重新安排了。,146,1,1
506,PLAUS_NOCONN,147.0,担心,为了成为律师，李鑫需通过考试。他刚刚在四月的考试中失败了。他还是担心自己的职业生涯。,147,1,0
507,IMPLAUS_NOCONN,148.0,车辆,张丹住在一个安静的郊区。她卧室的窗户面向森林。晚上她还是听到车辆经过的声音。,148,0,0
508,IMPLAUS_CONN,149.0,失败,参议院正在辩论总统的新法案。大多数国会议员不喜欢它。但是，该法案于星期五的时候失败了。,149,0,1
509,PLAUS_CONN,150.0,独一无二,项链是古代凯尔特珠宝的风格。它们都是以相同的技术批量生产的。但是，每件作品都很独特且珍贵。,150,1,1
510,PLAUS_NOCONN,151.0,新闻,周帅是一位高级政治家。他总是在家里工作到很晚。他在电视上总是收看新闻频道。,151,1,0
511,IMPLAUS_NOCONN,152.0,睡,主管整天在办公室工作。他的医生敦促他多做运动。他还是决定每天睡久一些。,152,0,0
512,IMPLAUS_CONN,153.0,容易,赵强天生有数学天赋。今天上课时，教授仔细地解释了一个新概念。但是，周帅觉得这个概念很容易理解。,153,0,1
513,PLAUS_CONN,154.0,绑架,参议员带着保镖出国旅行。他们在一个非常安全的区域。但是，她被两名罪犯绑架走了。,154,1,1
514,PLAUS_NOCONN,155.0,烧,餐厅的厨房发生了危险的火灾。消防车来得太晚了。大多数顾客最后还是被烧死了。,155,1,0
515,IMPLAUS_NOCONN,156.0,不走运,孙玲排队去看新电影。她买了最后一张票。她还是觉得很不走运，回家了。,156,0,0
516,IMPLAUS_CONN,157.0,牡蛎,刘梅和她的丈夫去海鲜餐厅吃饭。她喜欢贝类。但是，她点了牡蛎当晚餐的食物。,157,0,1
517,PLAUS_CONN,158.0,迟,马强的论文将于周三到期。他在到期前几天完成了论文。但是，他给老师的论文上交迟了。,158,1,1
518,PLAUS_NOCONN,159.0,瘦,赵宇是一位高级时装模特。他每天都在节食。他还是瘦得像一根铁轨。,159,1,0
519,IMPLAUS_NOCONN,160.0,接受,林芳对目前的工作很满意。另一家公司试图招聘她，但薪水较低。她还是接受了他们的邀请。,160,0,0
520,IMPLAUS_CONN,161.0,专业,胡刚穿了一套新西装去接受采访。他配上了一条漂亮的领带。但是，他在接受采访时看起来还是专业极了。,161,0,1
521,PLAUS_CONN,162.0,舒服,张杰和其他五个朋友一起旅行。他们为这次旅行租了一辆小汽车。但是，他们在旅行时开车感到舒服极了。,162,1,1
522,PLAUS_NOCONN,163.0,摔,胡爽以前没有骑过这匹胆小的马。马意外地站了起来。她还是摔倒在了地上。,163,1,0
523,IMPLAUS_NOCONN,164.0,昂贵,赵敏遇到了财务问题。她每个月的预算都非常谨慎。那一年，她送给朋友的礼物还是贵极了。,164,0,0
524,IMPLAUS_CONN,165.0,高兴,张倩在圣诞节要了一辆自行车。她的父母给她买了一辆。但是，她有了自行车感到高兴极了。,165,0,1
525,PLAUS_CONN,166.0,成功,刘国不得不让外科医生连接肌腱。手术中出现了一些致命的并发症。但是，当天他的手术获得成功了。,166,1,1
526,PLAUS_NOCONN,167.0,批评,市长在这个城市非常不受欢迎。他收到了很多投诉信。他还是总是被批评包围着。,167,1,0
527,IMPLAUS_NOCONN,168.0,斜坡,李娜第一次去滑雪时摔倒了。她发誓再也不这样做了。这些天她还是尽可能去斜坡滑雪。,168,0,0
528,IMPLAUS_CONN,169.0,乱,王依很少打扫她的房子。她家里有两个小孩。但是，她的厨房总是看起来乱极了。,169,0,1
529,PLAUS_CONN,170.0,输,球队在世界杯比赛。他们在最后几秒领先几分。但是，那一年他们还是输了比赛。,170,1,1
530,PLAUS_NOCONN,171.0,警察,房主刚搬进来。他在车库外面看到了一些可疑的人。他还是把警察叫了过来。,171,1,0
531,IMPLAUS_NOCONN,172.0,停止,厨房的屋顶漏水了。整个星期，雨下得越来越大。滴水还是很快就停止了。,172,0,0
532,IMPLAUS_CONN,173.0,适合,赵凯的朋友邀请他参加足球训练派对。赵凯穿着足球服参加。但是，每个人都认为他的服装适合这场合。,173,0,1
533,PLAUS_CONN,174.0,聚会,王博不爱社交。他下班后总是呆在家里。但是，他每个周末都在某地聚会玩乐。,174,1,1
534,PLAUS_NOCONN,175.0,烦人,王妮有三条狗。它们非常不听话，很让人麻烦。她还是总说他们烦人极了。,175,1,0
535,IMPLAUS_NOCONN,176.0,止痛药,周洁在牙医那里清洁了牙齿。之后她的嘴巴感觉很好。医生还是开了一些止痛药给她吃。,176,0,0
536,IMPLAUS_CONN,177.0,玫瑰,李浩打算在情人节见他的女朋友。他知道她喜欢花。但是，他给她买了玫瑰表达爱意。,177,0,1
537,PLAUS_CONN,178.0,画廊,王博对艺术没有耐心。他最大的爱好是做运动。但是，他多数时间都在画廊和艺术馆度过。,178,1,1
538,PLAUS_NOCONN,179.0,跑步,赵杰称体重发现他超重。医生建议他多运动。他还是几乎每天都跑步锻炼。,179,1,0
