,CONDITION,sent_id,TARGET_WORD,SENTENCE,ITEM_ID,Plausibility,Connective
539,IMPLAUS_NOCONN,180.0,干,刘姗去沙漠远足了。她在脸上涂了很多保湿乳液。后来她的皮肤还是干得裂开。,180,0,0
540,PLAUS_CONN,1.0,咬,张敏买了一只德国牧羊犬。这条狗温顺而友好。但是，它咬伤了她的手。,1,1,1
541,PLAUS_NOCONN,2.0,紧张,王强急忙跑回了餐厅。他把钱包丢在什么地方了。他紧张了整整一天的时间。,2,1,0
542,IMPLAUS_NOCONN,3.0,撞破,李娜推着她的购物车穿过停车场。鸡蛋非常安全地装在袋子里。它们最后还是撞破了纸箱。,3,0,0
543,IMPLAUS_CONN,4.0,雨伞,天看上去有些阴沉沉的。一下子就开始下雨了。但是，王希还是从包裹里拿出了雨伞遮雨。,4,0,1
544,PLAUS_CONN,5.0,饿,刘伟正在看着家。他按时给猫喂食物。但是，到周末它饿死了。,5,1,1
545,PLAUS_NOCONN,6.0,改善,失明的妇女接受了手术。医生对结果感到非常乐观。第二天，她的视力改善了。,6,1,0
546,IMPLAUS_NOCONN,7.0,受伤,狗跑进了一条繁忙的街道。幸好，汽车突然转向并避开他。这条狗还是受伤很严重。,7,0,0
547,IMPLAUS_CONN,8.0,庆祝,孙艳周一参加了历史考试。她参加了考试并取得了优异的成绩。但是，她还是回到家庆祝自己考得好。,8,0,1
548,PLAUS_CONN,9.0,枯萎,这家人周末出城了。保姆清楚地记得给植物浇水。但是，植物还是枯萎了，整个变成棕色。,9,1,1
549,PLAUS_NOCONN,10.0,掌声,这位明星在音乐剧中独唱。她把这首曲子唱得很悠扬。观众为她响起的掌声非常热烈。,10,1,0
550,IMPLAUS_NOCONN,11.0,哭,刘婷是学校里的新生。其他孩子很欢迎她。她还是在一天结束时哭起来了。,11,0,0
551,IMPLAUS_CONN,12.0,难过,赵娟在周二进行了一次测试。她的成绩不及格。但是，她心里还是感到难过极了。,12,0,1
552,PLAUS_CONN,13.0,监禁,市政府官员被带上法庭。法官作出了有利于他们的裁决。但是，他们立即被法官处以监禁了。,13,1,1
553,PLAUS_NOCONN,14.0,穷,周杰又往老虎机里投了一枚硬币。他把所有钱都花在争胜上。到最后他穷得连一分钱都没了。,14,1,0
554,IMPLAUS_NOCONN,15.0,开心,刘颖和李鹏在赌场赌博。那天晚上没有人中大奖。那天晚上他们还是开心极了。,15,0,0
555,IMPLAUS_CONN,16.0,痒,潘悦去露营度假。她被蚊子咬了一口。但是，她痒的感觉布满了全身。,16,0,1
556,PLAUS_CONN,17.0,签,一位招聘人员来看李洋打棒球。他的投球非常糟糕。但是，他最后被球队签下了。,17,1,1
557,PLAUS_NOCONN,18.0,脏,隐士住在一个山洞里。他已经好几个月没洗澡了。他的头发看起来又脏又乱。,18,1,0
558,IMPLAUS_NOCONN,19.0,周,方磊需要2.5的平均分才能毕业。他知道他的平均分太低了。他会在下周和同学一起毕业入社会。,19,0,0
559,IMPLAUS_CONN,20.0,瘦,周涛有进食困难的问题。他基本上已经不吃东西了。但是，不久以后，他还是瘦了很多。,20,0,1
560,PLAUS_CONN,21.0,抓,窃贼表现得很小心，他没有把警报拉响。但是，他被警卫抓起来了。,21,1,1
561,PLAUS_NOCONN,22.0,绊,周勇每天都会去慢跑。慢跑的路非常崎岖。他被绊了一下然后摔倒了。,22,1,0
562,IMPLAUS_NOCONN,23.0,减少,那年电话公司非常成功。它成功赢得了许多客户。此后不久，利润还是减少了很多。,23,0,0
563,IMPLAUS_CONN,24.0,担心,刘斌的成绩很差，经常在学校惹麻烦。他看起来很沮丧，没有朋友。但是，他的父母还是很担心他。,24,0,1
564,PLAUS_CONN,25.0,结束,两国多年来一直处于战争状态。领导人拒绝了最新的停火提议。但是，两国的冲突终于结束了。,25,1,1
565,PLAUS_NOCONN,26.0,倒闭,这家餐厅收到了糟糕的评论。它总是没有人来吃饭。它在五月的时候倒闭了。,26,1,0
566,IMPLAUS_NOCONN,27.0,扔,牛奶还是新鲜的。黄欣觉得它的味道不错。她还是把它扔了出去。,27,0,0
567,IMPLAUS_CONN,28.0,拒绝,吴莉的男朋友给她带来了一些巧克力冰淇淋。她讨厌那种味道。但是，她还是拒绝了这份礼物。,28,0,1
568,PLAUS_CONN,29.0,喝彩,著名的钢琴家担心她的演奏。她在比赛中犯了很多错误。但是，每个人都为她喝彩不断。,29,1,1
569,PLAUS_NOCONN,30.0,戳,女裁缝正在用别针别托比的西装。她别别针快速而粗心。赵伟被她戳了几下。,30,1,0
570,IMPLAUS_NOCONN,31.0,杂草,赵丹在后院有一个花园。她花了很多时间照料它。里面还是全都是杂草和垃圾。,31,0,0
571,IMPLAUS_CONN,32.0,失望,体操运动员专门研究平衡木。她在第一个动作中跌倒了。但是，她还是对自己失望极了。,32,0,1
572,PLAUS_CONN,33.0,负面,公司聘请了一名新员工。他表现得敬业而高效。但是，他那个季度获得了负面的业绩评价。,33,1,1
573,PLAUS_NOCONN,34.0,禁足,王浩的父母发现他开始吸烟。他们感觉到很愤怒。他被禁足了一个星期的时间。,34,1,0
574,IMPLAUS_NOCONN,35.0,训斥,孩子和他父母一起参观博物馆。他与艺术品保持着距离。博物馆的警卫还是训斥了他。,35,0,0
575,IMPLAUS_CONN,36.0,升职,软件工程师的想法已经在新产品中实现了。结果很受欢迎。但是，他还是在公司里获得升职了。,36,0,1
576,PLAUS_CONN,37.0,宿醉,那是大考验的前一天。赵阳那天晚上只喝了苏打水。但是，第二天早上，他醒来觉得宿醉很难受。,37,1,1
577,PLAUS_NOCONN,38.0,被捕,州长遭到了他人的谋杀。现场布满了他妻子的指纹。他的妻子立即被警察拘捕了。,38,1,0
578,IMPLAUS_NOCONN,39.0,生气,出租车载着乘客前往机场。乘客留下了一大笔小费。出租车司机还是感到生气极了。,39,0,0
579,IMPLAUS_CONN,40.0,倒地,竞技场上进行了一场拳击比赛。一个人的拳头重重地打中了对手。但是，对方还是倒在地上起不来。,40,0,1
580,PLAUS_CONN,41.0,孤独,胡刚整一周都拜访了他的朋友。他们每晚都出去参加聚会。但是，那一个星期，他感到孤独极了。,41,1,1
581,PLAUS_NOCONN,42.0,注销,张秀找不到她的信用卡。她担心它已经被偷了。她立即注销了这个信用卡账户。,42,1,0
582,IMPLAUS_NOCONN,43.0,取消,吴倩本应在那周晚些时候去海岛度假。天气预报看起来很完美。她的行程还是立即取消了。,43,0,0
583,IMPLAUS_CONN,44.0,蜡烛,暴风雨期间，城市的电力被切断了。餐厅里的灯灭了。但是，服务员还是把蜡烛拿到桌子上。,44,0,1
584,PLAUS_CONN,45.0,庆祝,张博将他的最后一支飞镖投向了棋盘。投掷离目标太远了。但是，他开始庆祝自己优秀的表现。,45,1,1
585,PLAUS_NOCONN,46.0,开心,赵平迫切地想去哈佛。周二，他在邮件中收到了一封录取通知书。他一整天都感到开心极了。,46,1,0
586,IMPLAUS_NOCONN,47.0,累,这位女士通过定期锻炼保持健康。她跑上一段楼梯。她还是累得满头都是汗。,47,0,0
587,IMPLAUS_CONN,48.0,慌,胡莎在今天参加了历史考试。她对这些问题完全没准备。但是，她还是说到一半就慌了。,48,0,1
588,PLAUS_CONN,49.0,紧张,谭晶已经驾驶汽车二十年了。她从来没有出过交通事故。但是，她在路上行驶感到紧张极了。,49,1,1
589,PLAUS_NOCONN,50.0,罢工,工会正在进行合同谈判。谈判失败，员工感到很生气。第二天员工们集体罢工不干了。,50,1,0
590,IMPLAUS_NOCONN,51.0,骄傲,男孩乘坐滑雪缆车到山顶。他太害怕滑下去了。他还是感到既骄傲又开心。,51,0,0
591,IMPLAUS_CONN,52.0,感染,李斯在一家医院的接待处。他拒绝戴乳胶手套。但是，还是被一个病人感染了。,52,0,1
592,PLAUS_CONN,53.0,拒绝,胡杰申请了一所法学院。他有很好的成绩和很好的推荐信。但是，学校最终决定拒绝他的申请。,53,1,1
593,PLAUS_NOCONN,54.0,酸,一天下午，王婷正在做柠檬水。她加的糖比食谱少。每个人都觉得酸得难以忍受。,54,1,0
594,IMPLAUS_NOCONN,55.0,吓,周芳的朋友带她去看电影。那是一部喜剧。她还是被这部电影吓坏了。,55,0,0
595,IMPLAUS_CONN,56.0,赶出,唐娜是个不负责任的房客。她没有按时付房租。但是，房东还是将她赶出了大楼。,56,0,1
596,PLAUS_CONN,57.0,喝倒彩,那个喜剧演员那天晚上很有信心。他已经表演得很完美了。但是，观众向他喝倒彩起来了。,57,1,1
597,PLAUS_NOCONN,58.0,拘留,一名乘客在机场过安检。保安在他身上发现了武器。这名乘客被当作恐怖分子拘留了。,58,1,0
598,IMPLAUS_NOCONN,59.0,好,朱莉得了感冒。她拒绝尝试用来止咳的药水。她的喉咙痛马上好了很多。,59,0,0
599,IMPLAUS_CONN,60.0,脏,学龄前儿童在美术课上尝试过手指画。他们在衣服上涂颜料。但是，后来，他们的衣服还是被弄脏了。,60,0,1
600,PLAUS_CONN,61.0,解雇,该员工已经在这个公司工作多年。他一直做得很好。但是，他因此被公司解除了雇佣。,61,1,1
601,PLAUS_NOCONN,62.0,火,黄超是一位流行歌星，很有野心。每个人都喜欢他的新歌。它在全世界都受欢迎极了。,62,1,0
602,IMPLAUS_NOCONN,63.0,苍老,那个人二十多岁。他的皮肤既光滑又黝黑。他还是看起来显得苍老而虚弱。,63,0,0
603,IMPLAUS_CONN,64.0,不满意,刘颖想染头发。理发师把她的头发做得很糟糕。但是，她对于头发感到不满意极了。,64,0,1
604,PLAUS_CONN,65.0,紧张,周丽晚上下班回家。她的男朋友和她在一起。但是，一路上她因被尾随感到紧张极了。,65,1,1
605,PLAUS_NOCONN,66.0,肌肉发达,张伟想变得健康。他开始在健身房练习举重。那年冬天他的肌肉变得发达了许多。,66,1,0
606,IMPLAUS_NOCONN,67.0,流血,刘维一直使用安全剃须刀。他今天早上用得很小心。随后他的脸还是流血不断。,67,0,0
607,IMPLAUS_CONN,68.0,气喘,朱怡加快速度，最终成功赶上了公交车。她缺乏身体锻炼。但是，她还是累的喘不上来气了。,68,0,1
608,PLAUS_CONN,69.0,赢,主队只需再赢一分就可以获胜。球员最后一秒投失了罚球。但是，他们最终赢得了这场比赛。,69,1,1
609,PLAUS_NOCONN,70.0,获释,死囚对判决提出上诉。有新的DNA证据证明他是无辜的。诉讼结束后，他被释放了。,70,1,0
610,IMPLAUS_NOCONN,71.0,吐,小孩的妈妈给他一些酸奶当零食。他觉得味道很好。他还是把它吐了出来。,71,0,0
611,IMPLAUS_CONN,72.0,精力充沛,马俊昨晚睡得很香。今天早上他喝了点咖啡。但是，他在工作中还是精力充沛极了。,72,0,1
612,PLAUS_CONN,73.0,冷,马丽为东北行打包了她最暖的冬衣。那里的温度实际上相对温和。但是，她整个人冷得一直打哆嗦。,73,1,1
613,PLAUS_NOCONN,74.0,不舒服,周娜办公室里的每个人都感冒了。周二下班后她有点鼻子不通。第二天她感觉很不舒服，呆在家里。,74,1,0
614,IMPLAUS_NOCONN,75.0,小费,一个在街头卖艺的人正在拉小提琴。它走调了，听起来很糟糕。路过的人还是把小费给他。,75,0,0
615,IMPLAUS_CONN,76.0,兴奋,太多的咖啡让刘琳心跳加快。她今天早上喝得太多了。但是，会议期间，她还是兴奋极了。,76,0,1
616,PLAUS_CONN,77.0,迟到,马鑫起得很早。他打算多花点时间坐公交车。但是，他开会的时候来迟了。,77,1,1
617,PLAUS_NOCONN,78.0,失业,王翰正忙着申请工作。他没有资格担任任何职位。他没有工作已经一年多的时间了。,78,1,0
618,IMPLAUS_NOCONN,79.0,炸薯条,潘帅正在控制饮食。他痴迷于健康的饮食习惯。他还是经常把薯条作为午餐。,79,0,0
619,IMPLAUS_CONN,80.0,缩水,陈丽对她的羊毛衫很不在意。她在机器里用热水洗了它。但是，毛衣还是缩水了很多。,80,0,1
620,PLAUS_CONN,81.0,煮过头,李涵正在用牛排做晚餐。她用中火烤了几分钟。但是，它们煮过头了，而且还是很硬。,81,1,1
621,PLAUS_NOCONN,82.0,漂亮,周霞去了一间理发店做头发。造型师把头发做得很好。她从店里离开时看起来漂亮极了。,82,1,0
622,IMPLAUS_NOCONN,83.0,棒,马燕正在举办舞会。她太忙了，没有事先打扫房子。聚会期间房子还是棒极了。,83,0,0
623,IMPLAUS_CONN,84.0,接受,李斌向一家期刊发了一篇论文。评论者给出了非常好的评价。但是，该论文还是被接受发表了。,84,0,1
624,PLAUS_CONN,85.0,无聊,刘威度过了一个很忙碌的假期。他和朋友去了很多好玩的地方。但是，他每天都觉得这样无聊极了。,85,1,1
625,PLAUS_NOCONN,86.0,甜,赵军在咖啡馆喝咖啡。他点了额外的糖和奶油。他觉得这杯咖啡太甜了。,86,1,0
626,IMPLAUS_NOCONN,87.0,淹,那人正试图游过宽阔的河流。水很浅，很平静。他在渡河成功前还是淹死了。,87,0,0
627,IMPLAUS_CONN,88.0,更清晰,李莎需要一副新眼镜。她的眼科医生给她开了一个新处方。但是，新眼镜让一切更清晰了。,88,0,1
628,PLAUS_CONN,89.0,冲澡,黄珊去了水疗中心。之后她感觉到干净和放松。但是，回到家后，她在浴室里冲澡了。,89,1,1
629,PLAUS_NOCONN,90.0,留校,王维喜欢向他的朋友炫耀。他对老师大声而粗鲁。他被校长留在学校了。,90,1,0
630,IMPLAUS_NOCONN,91.0,释放,被告人辩护说自己是无辜的。陪审团最终认定他有罪。第二天他就还是被释放了。,91,0,0
631,IMPLAUS_CONN,92.0,满意,魔术师正在魔术表演。他让一只兔子消失了。但是，每个人还是对表演感到满意极了。,92,0,1
632,PLAUS_CONN,93.0,管教,王强被禁止观看暴力节目。他看了娱乐节目。但是，他被父母严厉地管教了。,93,1,1
633,PLAUS_NOCONN,94.0,晒伤,张雪的皮肤非常白皙。她忘了在海滩上涂防晒霜。她在星期一时被晒伤了。,94,1,0
634,IMPLAUS_NOCONN,95.0,死,这名士兵的手上受了轻伤。他立即被送往专家外科医生处。几分钟过后他还是死了。,95,0,0
635,IMPLAUS_CONN,96.0,不清楚,刘梅用手机打她父亲电话。她的信号很差。但是，她父亲的声音还是不清楚极了。,96,0,1
636,PLAUS_CONN,97.0,袭击,该地区由暴徒控制。店主和他们是好朋友。但是，他的商店当晚遭暴徒的袭击了。,97,1,1
637,PLAUS_NOCONN,98.0,禁赛,这位运动员被发现服用过类固醇。他有吸毒史。奥委会将禁止他在十年内参赛。,98,1,0
638,IMPLAUS_NOCONN,99.0,沮丧,科学家认为他发现了一颗新行星。计算器分析证实了他的猜测。他的心情还是沮丧极了。,99,0,0
639,IMPLAUS_CONN,100.0,辞,关于州长腐败的谣言一直在流传。检察官威胁要调查他。但是，州长还是辞去了他的职位。,100,0,1
640,PLAUS_CONN,101.0,烧,刘艳把蛋糕放进烤箱烘烤。她完全按照烘焙说明操作。但是，蛋糕在烤箱里被烤焦了。,101,1,1
641,PLAUS_NOCONN,102.0,投诉,王菲喜欢在公寓里打鼓。邻居认为这声音非常烦人。他们向房东投诉她声音很大。,102,1,0
642,IMPLAUS_NOCONN,103.0,不安全,榆树街大桥只有几年的历史。它的地基很牢固。国家检查员还是认为它不安全，不能用。,103,0,0
643,IMPLAUS_CONN,104.0,通过,驾驶考官非常严格。他很高兴张军没有犯错。但是，张军那天还是通过了考试。,104,0,1
644,PLAUS_CONN,105.0,前面的,张美是古典音乐的忠实粉丝。她只能买得起周五音乐会最便宜的门票。但是，她坐在音乐厅前面的座位。,105,1,1
645,PLAUS_NOCONN,106.0,拦住,警车停在路边。他的雷达发现这辆车正在超速行驶。警察示意，把司机拦了下来。,106,1,0
646,IMPLAUS_NOCONN,107.0,皱,马英十几岁。她每一天都用保湿霜。她的脸还是又皱又干。,107,0,0
647,IMPLAUS_CONN,108.0,筋疲力尽,婴儿被放在她的婴儿床上睡觉。晚上她整夜哭个不停。但是，第二天早上，父母还是很累，很暴躁。,108,0,1
648,PLAUS_CONN,109.0,骑车,刘强的自行车发出吱吱声。他意识到自己无法解决这问题。但是，那天下午他骑车兜了一圈。,109,1,1
649,PLAUS_NOCONN,110.0,墨镜,马腾要离开大楼去吃午饭了。户外阳光很明媚。他在门口戴上了墨镜来遮阳。,110,1,0
650,IMPLAUS_NOCONN,111.0,淹没,暴雨突然袭击了小岛。堤坝足以容纳这些水。街道还是被洪水淹没了好几天。,111,0,0
651,IMPLAUS_CONN,112.0,拥堵,天气预报显示假期天气晴朗。许多人决定开车去海边。但是，高速公路还是拥堵了数英里。,112,0,1
652,PLAUS_CONN,113.0,撤离,沿海城市的居民听了飓风的报告。它根本不会袭击他们的城市。但是，他们听别人的建议立即撤离当地。,113,1,1
653,PLAUS_NOCONN,114.0,撞,张明暴风雪中开车不小心。这辆车在湿滑的道路上打滑。他撞到了一棵树。,114,1,0
654,IMPLAUS_NOCONN,115.0,咳嗽,那人整个晚上都在家里呆着。他穿着温暖的睡衣。第二天早上，他还是又咳嗽又流涕。,115,0,0
655,IMPLAUS_CONN,116.0,抱怨,飞机停在跑道上。这个航班将继续延误。但是，乘客们的抱怨还是一声接一声。,116,0,1
656,PLAUS_CONN,117.0,住院,老妇人走下布满雪的台阶。她没有跌倒就走了下去。但是，她在医院住了一段时间。,117,1,1
657,PLAUS_NOCONN,118.0,满意,通灵者声称看到了未来。她帮助了很多人。客户对她的建议感到满意极了。,118,1,0
658,IMPLAUS_NOCONN,119.0,威士忌,胡刚和他的朋友去了一家酒吧。他已经戒酒了。他还是点了一杯威士忌和苏打水。,119,0,0
659,IMPLAUS_CONN,120.0,高,司机那天晚上喝多了。警察对他进行了酒精测试。但是，司机的血液里酒精还是高于限定值。,120,0,1
660,PLAUS_CONN,121.0,莫西干头,少女去理发店做头发。她想保持同样简约的样子。但是，她还是理了个莫西干头彰显个性。,121,1,1
661,PLAUS_NOCONN,122.0,鼻青脸肿,男孩们正陷入争论。最后他们开始互相殴打对方。第二天他们鼻青脸肿地来学校上学。,122,1,0
662,IMPLAUS_NOCONN,123.0,三明治,方强在学校吃了一顿丰盛的午餐。到家时他很饱，有点困。他在厨房里吃了一个三明治充饥。,123,0,0
663,IMPLAUS_CONN,124.0,高,游客们都很喜欢这个导游。他总是有很多顾客。但是，每年夏天他还是有很高的收入。,124,0,1
664,PLAUS_CONN,125.0,割,学徒在厨房里干活。他几乎没有碰到刀。但是，他被刀割伤了手指。,125,1,1
665,PLAUS_NOCONN,126.0,迷路,游客想回到他的旅馆。他现在已经忘记了方向。他在街上找不到路了。,126,1,0
666,IMPLAUS_NOCONN,127.0,否决,国会已将该法案送交总统批准。他认为这是一个了不起的主意。他还是否决了这项措施。,127,0,0
667,IMPLAUS_CONN,128.0,加入,周帅参加了喜剧团的试演。他的表现让其他学生都哈哈大笑起来。但是，导演还是让他加入这个团队。,128,0,1
668,PLAUS_CONN,129.0,开车,周帅在聚会上喝醉了。他的女朋友不得不照顾他。但是，他最终开车送大家回家。,129,1,1
669,PLAUS_NOCONN,130.0,欢欣鼓舞,一个有魅力的战士推翻了国王统治。老国王很不受臣民的欢迎。人们在街上欢欣鼓舞起来了。,130,1,0
670,IMPLAUS_NOCONN,131.0,吓,该建筑物里的人因炸弹威胁被疏散。员工被告知这是虚惊一场。每个人还是被这个消息吓坏了。,131,0,0
671,IMPLAUS_CONN,132.0,饿,刘波遵守了宗教节日的规定。他不得不禁食一整天。但是，之后他还是饿着要吃三明治。,132,0,1
672,PLAUS_CONN,133.0,专业,那个笨女人在婚礼前没有跳过舞。她拒绝上课。但是，她在招待会上专业地跳舞。,133,1,1
673,PLAUS_NOCONN,134.0,退还,王磊买了新酒杯。它们中的一些在到达时破碎了。她立即把它们退了回去。,134,1,0
674,IMPLAUS_NOCONN,135.0,平静,那个男婴在哭。他的母亲太忙了，无法安慰他。他还是很快就平静了下来。,135,0,0
675,IMPLAUS_CONN,136.0,停课,刘欣正在听收音机。昨晚的暴风雨已经积起了几英尺厚的雪。但是，那天学校还是因此暂停上课。,136,0,1
676,PLAUS_CONN,137.0,高兴,赵妮在厨房里贴上了漂亮的新墙纸。屋顶漏水，纸开始剥落。但是，她看到墙壁以后感到高兴极了。,137,1,1
677,PLAUS_NOCONN,138.0,定罪,张华对她的案子很悲观。她的律师几乎没有证据可以帮助她。她最后被陪审团定罪了。,138,1,0
678,IMPLAUS_NOCONN,139.0,富有,赵建起诉那个医生渎职。他最终在法庭上败诉。由于这个案子，他还是变富了。,139,0,0
679,IMPLAUS_CONN,140.0,找出,家里曾有人闯入。小偷留下了很多指纹。但是，警察还是非常轻松地找出了他。,140,0,1
680,PLAUS_CONN,141.0,红,少年正在做演讲。他是一个自信的人。但是，他在提问期间脸红透了。,141,1,1
681,PLAUS_NOCONN,142.0,酸痛,黄丽正在为足球赛季进行训练。星期一她用力过猛了。第二天她全身都感到酸痛极了。,142,1,0
682,IMPLAUS_NOCONN,143.0,户外,已经下雨一个星期了。雨使地面变得非常泥泞。那天孩子们还是在户外休息了。,143,0,0
683,IMPLAUS_CONN,144.0,退还,张艳决定把刚买的鞋子还回去。它们仍然是全新的，她有收据。但是，商店还是把钱退给了她。,144,0,1
684,PLAUS_CONN,145.0,安全,公寓大楼位于犯罪率高的街区。警察很少到该地区。但是，居民们觉得住在那里安全极了。,145,1,1
685,PLAUS_NOCONN,146.0,取消,首席执行官已安排与加州分公司经理会面。他误了当天最后的航班。会议被取消并重新安排了。,146,1,0
686,IMPLAUS_NOCONN,147.0,担心,为了成为律师，李鑫需通过考试。他刚刚通过了四月的考试。他还是担心自己的职业生涯。,147,0,0
687,IMPLAUS_CONN,148.0,车辆,张丹住在市中心。她卧室的窗户面向街道。但是，晚上她还是听到车辆经过的声音。,148,0,1
688,PLAUS_CONN,149.0,失败,参议院正在辩论总统的新法案。大多数国会议员都喜欢它。但是，该法案于星期五的时候失败了。,149,1,1
689,PLAUS_NOCONN,150.0,独一无二,这些项链由许多不同国家的人制作。艺术家们都有自己的技巧。每件作品都很独特且珍贵。,150,1,0
690,IMPLAUS_NOCONN,151.0,新闻,周帅是一位政治家的助手。在家时，他喜欢把注意力从工作上移开。他在电视上总收看新闻频道。,151,0,0
691,IMPLAUS_CONN,152.0,睡,主管总是熬夜工作。他的医生敦促他多休息。但是，他还是决定每天睡久一些。,152,0,1
692,PLAUS_CONN,153.0,容易,赵强的数学很不好。今天上课时，教授匆匆介绍了几个复杂的概念。但是，周帅觉得这些概念很容易理解。,153,1,1
693,PLAUS_NOCONN,154.0,绑架,参议员独自出国旅行。她身处一个危险的地带。她被两名罪犯绑架走了。,154,1,0
694,IMPLAUS_NOCONN,155.0,烧,餐厅的厨房里起了小火。消防车在几秒钟内就出现了。大多数顾客最后还是被烧死了。,155,0,0
695,IMPLAUS_CONN,156.0,不走运,孙玲排队去看新电影。该节目在三十分前已售罄。但是，她还是觉得很不走运，回家了。,156,0,1
696,PLAUS_CONN,157.0,牡蛎,刘梅和她的丈夫去海鲜餐厅吃饭。她对贝类过敏。但是，她点了牡蛎当晚餐的食物。,157,1,1
697,PLAUS_NOCONN,158.0,迟,马强忘记了论文提交是星期三截止。那时他甚至还没有开始。他给老师的论文上交迟了。,158,1,0
698,IMPLAUS_NOCONN,159.0,瘦,赵宇是一名职业摔跤手。他一天吃五顿饭。但是，但是，他还是瘦得像一根铁轨。,159,0,0
699,IMPLAUS_CONN,160.0,接受,林芳对目前的工作很讨厌。另一家公司试图以以更高的薪水招聘她。但是，她还是接受了他们的邀请。,160,0,1
700,PLAUS_CONN,161.0,专业,胡刚穿着一件皱巴巴的衬衫去接受采访。他刚刚把咖啡洒在上面。但是，他在接受采访时看起来专业极了。,161,1,1
701,PLAUS_NOCONN,162.0,舒服,张杰和其他五个朋友去旅行。为这次旅行租了一辆巨大的面包车。他们在旅行时开车感到舒服极了。,162,1,0
702,IMPLAUS_NOCONN,163.0,摔,胡爽多年来一直骑着这匹老马。这匹马非常温和而友好。她还是摔倒在了地上。,163,0,0
703,IMPLAUS_CONN,164.0,昂贵,赵敏刚刚得到了加薪。现在她几乎可以买得起任何她想要的东西。但是，那一年，她送给朋友的礼物还是贵极了。,164,0,1
704,PLAUS_CONN,165.0,高兴,张倩在圣诞节要了一辆自行车。她父母给她买了一个洋娃娃。但是，她有了洋娃娃感到高兴极了。,165,1,1
705,PLAUS_NOCONN,166.0,成功,刘国的一颗痣被外科医生切除了。这是一个简单的过程。当天他的手术获得成功了。,166,1,0
706,IMPLAUS_NOCONN,167.0,批评,这位政治家在城里很受欢迎。他收到了很多表扬信。他还是总是被批评包围着。,167,0,0
707,IMPLAUS_CONN,168.0,斜坡,李娜第一次去滑雪时玩得很开心。她爱上了这项运动。但是，这些天她还是尽可能去斜坡滑雪。,168,0,1
708,PLAUS_CONN,169.0,乱,王依每天都打扫她的房子。她也有请清洁工定期来。但是，她的厨房总是看起来乱极了。,169,1,1
709,PLAUS_NOCONN,170.0,输,球队在世界杯比赛。他们在最后几秒落后几分。那一年他们还是输了比赛。,170,1,0
710,IMPLAUS_NOCONN,171.0,警察,房主刚搬进来，到目前为止，每个人都对他如此友好。他还是把警察叫了过来。,171,0,0
711,IMPLAUS_CONN,172.0,停止,厨房的屋顶漏水了。杂工过来把它修好了。但是，滴水还是很快就停止了。,172,0,1
712,PLAUS_CONN,173.0,适合,赵凯的老板邀请他参加一个豪华的酒会。赵凯穿着足球服参加。但是，每个人都认为他的服装适合这场合。,173,1,1
713,PLAUS_NOCONN,174.0,聚会,王博很爱好社交。他喜欢和很多朋友一起出去玩。他每个周末都在某地聚会玩乐。,174,1,0
714,IMPLAUS_NOCONN,175.0,烦人,王妮有三条狗。它们非常温和，从不惹麻烦。她还是总说他们烦人极了。,175,0,0
715,IMPLAUS_CONN,176.0,止痛药,周洁在牙医那里拔出了她的智齿。事后她的嘴巴很痛。但是，医生还是开了一些止痛药给她吃。,176,0,1
716,PLAUS_CONN,177.0,玫瑰,李浩打算在情人节见他的女朋友。他知道她对花过敏。但是，他给她买了玫瑰表达爱意。,177,1,1
717,PLAUS_NOCONN,178.0,画廊,王博是个画家。他喜欢从别人的工作中学习。他大部分时间都在画廊和艺术馆度过。,178,1,0
718,IMPLAUS_NOCONN,179.0,跑步,赵杰的心脏很虚弱。医生告诉他减少剧烈活动。他还是几乎每天都跑步锻炼。,179,0,0
719,IMPLAUS_CONN,180.0,干,刘姗去沙漠远足了。她忘了涂保湿乳液。但是，后来她的皮肤还是干得裂开。,180,0,1
